-2.00002,-0.5
-2.00006,-0.5
-2.00006,-0.5
-1.99907,-0.5
-1.99665,-0.5
-1.99538,-0.5
-1.9905,-0.499999
-1.9851,-0.499998
-1.98068,-0.499997
-1.97294,-0.499995
-1.96541,-0.499993
-1.95198,-0.499987
-1.94469,-0.499984
-1.9375,-0.499981
-1.92813,-0.499987
-1.91991,-0.500032
-1.90677,-0.500225
-1.89919,-0.500407
-1.89187,-0.500638
-1.88316,-0.500967
-1.87626,-0.501286
-1.863,-0.502035
-1.85604,-0.502482
-1.84887,-0.503002
-1.84008,-0.503676
-1.83271,-0.504288
-1.82027,-0.505432
-1.81285,-0.506156
-1.80551,-0.506909
-1.79699,-0.507816
-1.7898,-0.508612
-1.77781,-0.51
-1.76837,-0.511133
-1.76137,-0.512009
-1.75295,-0.513086
-1.7457,-0.514034
-1.73303,-0.515739
-1.72546,-0.516775
-1.71818,-0.517796
-1.7093,-0.519063
-1.70222,-0.520089
-1.6898,-0.521915
-1.68188,-0.523099
-1.67479,-0.524181
-1.66606,-0.525517
-1.65869,-0.526657
-1.6458,-0.528665
-1.63851,-0.529799
-1.63092,-0.530972
-1.62184,-0.532379
-1.61431,-0.533559
-1.60167,-0.535551
-1.593,-0.536912
-1.58729,-0.537807
-1.57825,-0.539227
-1.57097,-0.540364
-1.55875,-0.542262
-1.5506,-0.543525
-1.54369,-0.544594
-1.5346,-0.545993
-1.52734,-0.547108
-1.51508,-0.548989
-1.50708,-0.550216
-1.49943,-0.551378
-1.49079,-0.552691
-1.48339,-0.553806
-1.47047,-0.555746
-1.46309,-0.556846
-1.45592,-0.557908
-1.44703,-0.559222
-1.43992,-0.560264
-1.42736,-0.562089
-1.4199,-0.563164
-1.41318,-0.56413
-1.40444,-0.565386
-1.39721,-0.566418
-1.38454,-0.568217
-1.37709,-0.569269
-1.36971,-0.570306
-1.3612,-0.571498
-1.35388,-0.572517
-1.34086,-0.574317
-1.33359,-0.575311
-1.3263,-0.576302
-1.31758,-0.577484
-1.31002,-0.578507
-1.2973,-0.580227
-1.28995,-0.581216
-1.28262,-0.582201
-1.27426,-0.583318
-1.26682,-0.584311
-1.254,-0.586012
-1.24629,-0.587031
-1.23972,-0.587893
